customer_id,recency,frequency,monetary,avg_order_value,spend_cv,category_entropy,n_categories,trend_score,avg_purchase_gap,gap_std,persona
335,51,11,1059.21,96.29,0.2643,0.586,2,4.797,7.3,6.0,regular
336,60,11,950.18,86.38,0.2482,1.2637,4,71.979,10.5,14.31,regular
337,79,9,1007.45,111.94,0.191,1.0609,3,131.665,8.5,10.45,regular
338,55,7,386.31,55.19,0.5595,0.6829,2,25.216,18.33,12.11,regular
339,56,13,1137.55,87.5,0.268,1.3322,4,60.814,9.58,8.95,regular
340,33,11,868.51,78.96,0.3832,1.0362,3,230.03,8.3,9.8,regular
341,48,10,813.0,81.3,0.2789,0.6109,2,0.0,3.89,3.22,regular
342,87,7,697.14,99.59,0.1497,0.0,1,6.236,13.33,6.92,regular
343,74,9,708.22,78.69,0.414,1.0609,3,107.315,9.25,9.95,regular
344,40,17,1450.52,85.32,0.3092,0.5456,2,315.306,6.19,12.42,regular
345,26,14,1153.05,82.36,0.2774,0.6518,2,0.0,2.54,2.57,regular
346,121,6,599.5,99.92,0.2538,0.0,1,-17.922,17.4,12.88,regular
347,110,5,303.9,60.78,0.378,0.673,2,8.87,49.5,51.35,regular
348,35,9,695.88,77.32,0.2885,0.687,2,70.425,15.12,17.43,regular
349,28,10,905.46,90.55,0.3921,1.0297,3,-4.335,5.22,6.24,regular
350,5,13,1111.86,85.53,0.3861,0.9251,3,0.0,3.42,3.4,regular
351,50,15,1162.47,77.5,0.4773,1.0438,3,123.481,7.93,14.2,regular
352,97,7,592.94,84.71,0.2902,1.079,3,50.4274,27.0,38.23,regular
353,118,14,1208.47,86.32,0.2798,0.0,1,105.885,4.15,8.32,regular
354,59,12,955.01,79.58,0.312,1.265,4,72.86,10.91,20.7,regular
355,143,3,209.54,69.85,0.4577,0.0,1,0.0,16.5,23.33,regular
356,55,8,732.7,91.59,0.4766,1.0822,3,35.856,18.0,21.1,regular
357,61,13,1197.43,92.11,0.307,1.2659,4,161.452,11.5,19.17,regular
358,66,15,1229.61,81.97,0.2854,1.0549,3,176.17,5.07,3.97,regular
359,35,15,1220.31,81.35,0.3932,1.5868,5,0.0,3.64,3.89,regular
360,120,11,895.17,81.38,0.3278,0.9165,3,9.993,7.6,6.52,regular
361,62,12,963.1,80.26,0.3235,1.1187,4,0.0,3.09,2.59,regular
362,44,6,595.41,99.24,0.2679,1.0114,3,10.7792,43.4,39.29,regular
363,79,8,742.8,92.85,0.2764,0.3768,2,65.477,15.29,23.75,regular
364,46,8,709.21,88.65,0.3638,0.9743,3,6.3951,19.71,16.16,regular
365,135,12,967.04,80.59,0.3006,0.6931,2,56.9407,17.0,30.74,regular
366,117,10,895.43,89.54,0.3872,1.0549,3,18.334,12.33,11.27,regular
367,57,8,713.37,89.17,0.2838,0.5623,2,-174.93,8.86,14.7,regular
368,527,1,90.49,90.49,,0.0,1,0.0,527.0,0.0,regular
369,37,6,502.9,83.82,0.307,0.6365,2,9.034,20.6,16.95,regular
370,101,10,924.53,92.45,0.3355,1.0297,3,54.1729,18.11,21.32,regular
371,55,9,775.14,86.13,0.5011,0.995,3,37.614,14.38,8.12,regular
372,82,6,672.71,112.12,0.3297,1.2425,4,18.7865,42.4,52.9,regular
373,65,5,520.1,104.02,0.1279,1.3322,4,0.0,12.5,6.56,regular
374,87,7,692.68,98.95,0.3228,0.5983,2,-6.667,17.33,20.88,regular
375,83,12,1098.02,91.5,0.33,1.0776,3,92.689,11.18,13.02,regular
376,36,11,831.07,75.55,0.2519,0.689,2,172.505,5.8,6.18,regular
377,69,6,553.45,92.24,0.3049,0.6931,2,164.115,12.6,12.93,regular
378,83,10,852.42,85.24,0.4385,1.0297,3,72.527,11.89,16.99,regular
379,7,10,709.12,70.91,0.3897,0.673,2,201.45,6.0,6.18,regular
380,109,6,480.29,80.05,0.2318,0.8676,3,10.0107,34.4,33.52,regular
381,41,7,760.71,108.67,0.1859,0.4101,2,78.683,22.67,31.73,regular
382,35,12,1090.99,90.92,0.2186,1.0986,3,359.345,5.18,6.75,regular
383,13,8,786.98,98.37,0.1406,0.9743,3,42.147,15.86,25.22,regular
384,66,7,646.4,92.34,0.2895,0.4101,2,18.9028,41.5,51.02,regular
385,31,16,1335.42,83.46,0.3343,1.0948,3,0.0,3.47,3.52,regular
386,59,9,800.95,88.99,0.3142,0.9369,3,28.2218,25.5,32.59,regular
387,102,7,534.56,76.37,0.3181,0.7963,3,-11.436,14.33,16.92,regular
388,69,7,523.84,74.83,0.5935,0.0,1,39.996,19.17,17.79,regular
389,95,9,772.25,85.81,0.2789,0.687,2,176.79,7.25,8.33,regular
390,55,11,1018.52,92.59,0.3719,0.86,3,29.2949,15.1,13.99,regular
391,74,13,936.14,72.01,0.3625,1.0579,3,47.922,8.0,7.75,regular
392,65,8,671.37,83.92,0.2891,0.9743,3,82.56,19.29,29.81,regular
393,140,7,640.04,91.43,0.189,1.079,3,16.5711,28.5,33.4,regular
394,118,9,929.79,103.31,0.2192,0.6365,2,-51.351,10.25,10.18,regular
395,81,7,531.68,75.95,0.3195,0.9557,3,80.654,12.67,10.35,regular
396,92,9,753.19,83.69,0.3626,0.6365,2,162.389,12.88,19.91,regular
397,43,11,993.83,90.35,0.1309,0.689,2,69.009,7.9,6.12,regular
398,74,9,920.88,102.32,0.2513,1.0609,3,46.5468,22.62,28.46,regular
399,98,9,893.06,99.23,0.2333,0.0,1,358.78,7.88,15.63,regular
400,29,7,543.15,77.59,0.2765,0.5983,2,4.2654,23.17,31.42,regular
401,68,12,977.93,81.49,0.3722,0.0,1,372.195,6.18,11.2,regular
402,79,10,956.6,95.66,0.3232,0.6109,2,109.413,13.33,16.48,regular
403,19,7,672.69,96.1,0.2407,0.0,1,8.9236,30.33,20.54,regular
404,72,9,744.61,82.73,0.2745,0.687,2,89.639,14.88,18.01,regular
405,9,10,725.25,72.53,0.4184,1.2799,4,79.133,15.67,21.92,regular
406,35,6,565.56,94.26,0.0549,1.0986,3,48.875,13.2,9.52,regular
407,79,8,665.66,83.21,0.4082,1.0822,3,21.755,7.29,6.68,regular
408,169,4,332.14,83.04,0.2852,0.0,1,2.9214,132.33,172.36,regular
409,92,12,1007.59,83.97,0.1626,0.6931,2,128.729,10.45,8.54,regular
410,64,18,1631.12,90.62,0.2468,1.0609,3,327.146,7.0,13.42,regular
411,87,9,644.14,71.57,0.5377,0.0,1,45.984,11.62,15.55,regular
412,55,8,745.03,93.13,0.2475,0.0,1,55.66,15.71,15.49,regular
413,82,6,350.47,58.41,0.4635,0.6365,2,19.189,22.2,11.73,regular
414,77,11,1111.8,101.07,0.2825,0.6555,2,52.7692,23.3,48.16,regular
415,85,4,394.05,98.51,0.3019,0.0,1,4.4254,55.67,44.64,regular
416,39,9,671.96,74.66,0.2581,0.6365,2,15.1059,34.12,61.98,regular
417,75,12,1111.49,92.62,0.3551,0.6931,2,96.8,6.27,5.48,regular
418,34,12,973.91,81.16,0.5311,1.2861,4,376.055,6.45,9.04,regular
419,114,13,1084.42,83.42,0.2725,0.6902,2,29.885,4.92,3.6,regular
420,87,9,617.33,68.59,0.4539,1.0986,3,0.0,4.0,3.46,regular
421,90,13,953.23,73.33,0.3245,0.6172,2,93.409,7.17,11.49,regular
422,89,15,1219.24,81.28,0.3417,1.3095,4,120.135,3.64,4.77,regular
423,92,9,747.6,83.07,0.4303,0.0,1,74.522,14.25,11.88,regular
424,76,16,1240.71,77.54,0.3553,0.6211,2,259.775,3.53,3.56,regular
425,72,11,948.15,86.2,0.3198,0.689,2,144.34,7.5,6.64,regular
426,9,17,1515.66,89.16,0.2819,1.0551,3,223.592,7.44,13.76,regular
427,51,9,560.25,62.25,0.5094,0.6365,2,-16.36,6.88,4.85,regular
428,87,10,869.84,86.98,0.4801,0.6109,2,25.3888,30.44,67.08,regular
429,67,8,622.19,77.77,0.4814,0.5623,2,0.0,7.43,8.92,regular
430,72,14,1228.31,87.74,0.3062,1.0346,3,205.299,7.62,8.07,regular
431,50,6,450.24,75.04,0.3276,1.3297,4,16.63,19.0,25.03,regular
432,55,12,1072.82,89.4,0.3608,0.6931,2,91.344,10.82,16.09,regular
433,49,7,643.32,91.9,0.3373,0.0,1,14.0834,23.0,22.97,regular
434,51,8,639.1,79.89,0.394,1.3209,4,10.794,18.86,15.85,regular
435,44,12,969.73,80.81,0.2745,0.6931,2,30.57,6.18,3.43,regular
436,77,9,753.84,83.76,0.347,0.687,2,81.264,10.88,12.4,regular
437,55,13,902.47,69.42,0.2422,0.6663,2,80.467,6.33,6.91,regular
438,55,12,998.24,83.19,0.5666,1.0114,3,27.908,7.27,10.52,regular
439,92,8,853.9,106.74,0.1678,0.5623,2,74.609,21.57,25.29,regular
440,54,12,1052.24,87.69,0.3322,0.6365,2,-85.115,5.18,4.75,regular
441,23,8,576.83,72.1,0.4809,0.6931,2,-0.1877,21.71,19.83,regular
442,70,3,252.5,84.17,0.886,0.6365,2,-7.7709,150.0,189.5,regular
443,36,14,1364.7,97.48,0.2711,1.0346,3,395.66,5.69,8.69,regular
444,73,9,606.34,67.37,0.5037,1.0609,3,66.202,13.12,17.25,regular
445,35,11,953.32,86.67,0.3752,1.0671,3,257.255,6.9,6.9,regular
446,51,9,622.38,69.15,0.4297,0.5297,2,50.096,14.5,18.07,regular
447,72,9,636.56,70.73,0.5554,1.3108,4,27.3745,30.0,44.82,regular
448,37,11,847.45,77.04,0.4813,0.689,2,165.645,7.5,5.74,regular
449,114,5,487.03,97.41,0.2927,0.9503,3,21.9511,40.75,46.46,regular
450,68,12,966.4,80.53,0.3027,1.0114,3,0.0,4.64,4.84,regular
451,73,11,949.69,86.34,0.3017,1.0901,3,156.053,10.3,13.05,regular
452,61,8,725.1,90.64,0.3388,0.9003,3,33.968,16.86,9.28,regular
453,101,8,782.52,97.82,0.3192,0.5623,2,12.345,32.14,21.81,regular
454,54,10,819.33,81.93,0.3701,0.6931,2,53.972,12.67,13.69,regular
455,69,8,631.15,78.89,0.4729,0.0,1,89.505,18.86,20.11,regular
456,75,10,880.62,88.06,0.2626,1.0549,3,36.7268,19.22,27.28,regular
457,84,12,982.26,81.86,0.4418,0.0,1,55.5971,14.0,21.59,regular
458,23,16,1335.92,83.5,0.3691,0.9471,3,74.325,2.8,2.27,regular
459,65,8,775.36,96.92,0.227,0.0,1,81.64,15.14,12.93,regular
460,78,9,675.57,75.06,0.375,0.8487,3,118.517,12.62,19.26,regular
461,110,12,977.61,81.47,0.4088,1.0776,3,81.225,4.91,4.76,regular
462,20,6,564.33,94.06,0.1962,1.0114,3,-190.795,12.6,19.42,regular
463,49,11,1012.03,92.0,0.2735,0.6555,2,-95.09,5.3,9.55,regular
464,80,10,980.55,98.06,0.2333,1.0549,3,177.915,8.67,10.93,regular
465,29,6,552.07,92.01,0.365,0.6365,2,13.6,21.4,22.23,regular
466,55,12,984.21,82.02,0.2794,0.9596,3,10.24,10.82,8.4,regular
467,21,10,922.4,92.24,0.2539,0.0,1,93.62,6.33,5.85,regular
468,89,13,1139.76,87.67,0.2423,1.0579,3,96.052,7.83,10.24,regular
469,41,12,1156.82,96.4,0.2844,1.0114,3,152.365,10.36,17.33,regular
470,73,8,729.55,91.19,0.3927,0.6931,2,0.0,6.71,8.79,regular
471,47,13,1177.0,90.54,0.3211,1.0928,3,51.605,9.08,8.86,regular
472,63,10,960.85,96.08,0.3516,1.0297,3,69.521,16.67,15.36,regular
473,137,3,212.37,70.79,0.2501,0.6365,2,-3.645,39.5,0.71,regular
474,86,10,835.33,83.53,0.4538,0.9433,3,91.705,7.89,8.02,regular
475,91,2,168.09,84.04,0.477,0.6931,2,-6.0739,167.0,0.0,regular
476,33,15,1111.29,74.09,0.464,0.673,2,398.38,5.36,8.31,regular
477,54,8,853.6,106.7,0.2698,0.9743,3,40.109,15.86,14.18,regular
478,14,11,894.0,81.27,0.2752,0.689,2,45.9297,25.2,45.23,regular
479,67,15,1246.69,83.11,0.4668,1.0438,3,110.621,8.43,12.92,regular
480,28,11,1014.8,92.25,0.2874,0.0,1,45.558,7.6,8.06,regular
481,97,6,722.83,120.47,0.1411,1.3297,4,104.54,12.0,13.29,regular
482,162,6,483.07,80.51,0.4407,1.0114,3,56.495,13.0,11.92,regular
483,9,12,1047.5,87.29,0.4082,0.0,1,149.762,8.91,15.04,regular
484,82,11,987.73,89.79,0.3317,0.689,2,53.282,12.3,19.91,regular
485,57,12,952.29,79.36,0.3196,0.6792,2,45.837,5.91,7.93,regular
486,55,17,1223.19,71.95,0.3569,1.0734,3,260.375,3.88,6.79,regular
487,84,5,471.37,94.27,0.1627,0.0,1,14.155,45.25,41.36,regular
488,62,10,901.17,90.12,0.3393,0.8979,3,328.67,7.89,12.85,regular
489,79,7,536.98,76.71,0.5406,0.6829,2,63.816,18.5,24.29,regular
490,37,9,932.12,103.57,0.2962,0.8487,3,52.0914,20.12,40.58,regular
491,100,14,1144.32,81.74,0.3754,0.0,1,187.234,6.92,7.32,regular
492,52,11,891.1,81.01,0.3312,1.2637,4,95.668,8.0,6.39,regular
493,60,5,254.6,50.92,0.7801,0.0,1,11.8163,57.25,66.64,regular
494,48,6,407.53,67.92,0.3099,0.4506,2,-1.3827,44.6,38.12,regular
495,17,8,733.87,91.73,0.1979,0.6616,2,72.505,9.71,8.77,regular
496,114,9,802.62,89.18,0.3111,1.3108,4,49.9703,16.5,31.22,regular
497,79,12,1119.81,93.32,0.2557,0.0,1,88.894,10.09,13.03,regular
498,85,11,893.09,81.19,0.4014,0.4741,2,39.727,12.0,9.79,regular
499,80,8,772.19,96.52,0.1761,0.5623,2,2.514,16.14,11.42,regular
500,61,10,839.95,84.0,0.3668,1.2799,4,78.665,11.89,7.41,regular
501,97,7,222.7,31.81,0.4756,0.6829,2,13.1152,35.17,71.12,economy
502,73,5,200.75,40.15,0.3687,0.0,1,31.65,18.5,23.27,economy
503,114,8,352.64,44.08,0.2049,1.3863,5,25.0243,26.86,65.37,economy
504,196,5,197.15,39.43,0.127,0.0,1,2.2455,95.75,122.51,economy
505,196,4,99.64,24.91,0.1816,0.0,1,-1.2343,66.67,69.51,economy
506,95,8,266.72,33.34,0.3686,1.0822,3,76.565,8.57,11.44,economy
507,131,4,187.4,46.85,0.2267,0.5623,2,4.9655,89.67,102.49,economy
508,126,6,200.23,33.37,0.3954,0.0,1,10.065,16.2,12.5,economy
509,191,5,168.22,33.64,0.313,0.0,1,-4.493,33.75,11.53,economy
510,124,3,121.53,40.51,0.4384,0.0,1,1.7337,135.0,94.75,economy
511,141,6,195.97,32.66,0.4502,1.0986,3,33.955,19.8,27.2,economy
512,174,4,108.77,27.19,0.1187,0.0,1,-3.465,21.33,23.97,economy
513,222,3,141.29,47.1,0.341,0.0,1,-0.223,62.5,44.55,economy
514,410,2,97.82,48.91,0.1712,0.0,1,0.1287,681.0,0.0,economy
515,161,5,157.72,31.54,0.3282,0.0,1,12.868,21.0,19.03,economy
516,156,6,173.61,28.94,0.4513,0.0,1,27.402,28.2,53.05,economy
517,222,2,64.08,32.04,1.0823,0.0,1,-2.6749,270.0,0.0,economy
518,100,7,247.14,35.31,0.2354,0.0,1,20.9783,26.33,37.01,economy
519,159,3,91.72,30.57,0.3697,0.0,1,9.94,48.5,28.99,economy
520,111,7,221.37,31.62,0.365,0.0,1,8.7283,26.33,33.95,economy
521,160,5,149.81,29.96,0.3988,0.0,1,2.0381,83.75,101.45,economy
522,152,7,222.7,31.81,0.4738,0.6829,2,-5.055,9.33,10.23,economy
523,110,4,185.47,46.37,0.5165,1.0397,3,2.7854,87.33,41.02,economy
524,169,4,210.65,52.66,0.3064,0.0,1,-4.705,28.67,22.85,economy
525,168,7,266.75,38.11,0.5871,0.6829,2,22.296,19.83,19.16,economy
526,245,4,128.06,32.02,0.2323,0.0,1,-3.64,31.33,19.66,economy
527,155,3,116.09,38.7,0.212,0.6365,2,-0.0468,99.5,37.48,economy
528,305,1,5.0,5.0,,0.0,1,0.0,305.0,0.0,economy
529,133,7,292.46,41.78,0.3112,0.6829,2,-6.525,21.17,21.23,economy
530,44,8,267.21,33.4,0.4228,0.6616,2,31.819,15.57,16.17,economy
531,137,3,76.33,25.44,0.4385,0.6365,2,2.2261,95.0,43.84,economy
532,571,1,30.26,30.26,,0.0,1,0.0,571.0,0.0,economy
533,131,5,130.44,26.09,0.2438,0.0,1,1.7583,36.0,36.4,economy
534,169,4,224.93,56.23,0.2143,0.0,1,-0.8577,85.33,36.5,economy
535,232,2,101.58,50.79,0.1804,0.6931,2,0.0,37.0,0.0,economy
536,177,8,319.04,39.88,0.3385,0.6616,2,-14.298,11.43,11.06,economy
537,178,3,108.22,36.07,0.4242,0.6365,2,-11.608,38.5,24.75,economy
538,152,5,129.33,25.87,0.5294,0.9503,3,5.295,61.0,81.12,economy
539,180,5,203.2,40.64,0.2413,0.673,2,8.7029,32.0,37.21,economy
540,229,2,61.81,30.9,0.5352,0.0,1,2.5061,188.0,0.0,economy
541,152,8,312.67,39.08,0.4873,0.6616,2,0.6443,23.0,14.85,economy
542,174,5,194.71,38.94,0.3539,0.673,2,-6.365,19.25,20.06,economy
543,158,7,284.34,40.62,0.3789,0.0,1,35.644,18.17,20.27,economy
544,125,4,172.57,43.14,0.1751,1.0397,3,-6.9086,67.33,54.04,economy
545,41,9,382.37,42.49,0.3494,1.0609,3,0.0,4.25,3.73,economy
546,148,7,248.11,35.44,0.1965,0.0,1,-15.345,9.17,6.08,economy
547,189,3,75.21,25.07,0.6824,0.0,1,-2.17,73.0,26.87,economy
548,119,6,231.25,38.54,0.5861,0.6365,2,4.1992,60.4,91.57,economy
549,165,3,108.83,36.28,0.5411,1.0986,3,3.2725,104.0,142.84,economy
550,112,6,247.51,41.25,0.5512,0.0,1,5.1203,30.4,36.35,economy
551,173,5,204.72,40.94,0.2853,0.0,1,-2.302,29.5,20.57,economy
552,101,5,188.61,37.72,0.531,0.673,2,5.8775,43.75,21.48,economy
553,245,1,38.36,38.36,,0.0,1,0.0,245.0,0.0,economy
554,168,3,119.68,39.89,0.4035,0.0,1,1.689,173.5,176.07,economy
555,141,6,206.42,34.4,0.2469,0.6365,2,7.2321,39.4,45.58,economy
556,130,3,76.9,25.63,0.6831,0.0,1,3.1917,110.5,143.54,economy
557,176,6,201.97,33.66,0.3317,0.0,1,1.3039,31.8,49.4,economy
558,103,4,103.69,25.92,0.5484,0.0,1,4.653,39.33,52.21,economy
559,195,7,178.32,25.47,0.2621,1.079,3,0.0,7.17,2.86,economy
560,107,5,206.06,41.21,0.2188,0.0,1,10.8046,49.5,57.43,economy
561,172,6,205.5,34.25,0.4398,1.0114,3,8.222,16.6,12.14,economy
562,165,5,194.88,38.98,0.3225,0.0,1,19.172,26.0,32.32,economy
563,198,4,159.66,39.92,0.7292,1.0397,3,1.5596,60.0,70.66,economy
564,269,3,97.76,32.59,0.109,0.0,1,0.5532,216.5,253.85,economy
565,200,2,53.27,26.64,0.587,0.6931,2,0.0,22.0,0.0,economy
566,39,6,192.48,32.08,0.5396,0.0,1,34.158,19.6,35.08,economy
567,116,3,30.85,10.28,0.8234,0.0,1,-0.4,25.5,7.78,economy
568,604,1,11.93,11.93,,0.0,1,0.0,604.0,0.0,economy
569,781,1,33.6,33.6,,0.0,1,0.0,781.0,0.0,economy
570,121,3,74.1,24.7,0.7274,0.0,1,-4.671,51.5,34.65,economy
571,153,2,60.57,30.28,0.6703,0.0,1,0.0,16.0,0.0,economy
572,155,4,140.56,35.14,0.2716,1.0397,3,4.28,20.33,11.06,economy
573,123,3,80.1,26.7,0.2192,0.0,1,5.884,53.5,17.68,economy
574,153,3,61.7,20.57,0.6449,0.0,1,0.3284,350.0,439.82,economy
575,146,2,74.92,37.46,0.3583,0.0,1,0.0,15.0,0.0,economy
576,130,2,80.37,40.18,0.0604,0.0,1,0.2858,210.0,0.0,economy
577,122,4,150.02,37.5,0.2471,0.5623,2,7.8564,70.0,59.23,economy
578,1050,1,20.83,20.83,,0.0,1,0.0,1050.0,0.0,economy
579,175,7,260.96,37.28,0.4053,1.0042,3,7.432,14.33,4.13,economy
580,135,4,109.49,27.37,0.485,0.0,1,0.0,15.33,19.73,economy
581,119,6,254.24,42.37,0.3473,0.6931,2,9.5529,32.0,28.82,economy
582,164,3,105.37,35.12,0.4055,0.0,1,-6.7232,97.0,106.07,economy
583,126,3,160.6,53.53,0.1165,1.0986,3,-7.792,50.5,50.2,economy
584,135,3,120.98,40.33,0.2136,0.6365,2,1.8855,109.5,70.0,economy
585,206,3,104.21,34.74,0.0664,0.6365,2,18.965,26.5,33.23,economy
586,187,3,105.96,35.32,0.7118,0.0,1,-0.0585,177.5,246.78,economy
587,30,8,250.28,31.29,0.5237,0.0,1,-0.5857,18.14,14.93,economy
588,45,7,197.31,28.19,0.6875,0.7963,3,0.0,6.67,5.47,economy
589,154,5,157.31,31.46,0.5189,0.673,2,1.4574,39.0,30.16,economy
590,167,6,243.26,40.54,0.2568,0.6931,2,20.285,21.6,18.7,economy
591,135,6,264.86,44.14,0.2247,0.0,1,9.2,15.2,14.62,economy
592,174,7,232.25,33.18,0.4256,0.6829,2,13.582,19.5,20.19,economy
593,121,5,130.14,26.03,0.4963,0.0,1,5.0646,32.75,24.13,economy
594,136,3,128.56,42.85,0.1803,0.0,1,1.513,141.5,137.89,economy
595,150,4,153.64,38.41,0.595,0.5623,2,-6.411,34.0,19.05,economy
596,95,3,147.05,49.02,0.242,0.0,1,1.1935,117.0,74.95,economy
597,196,4,150.03,37.51,0.2462,0.6931,2,1.8551,70.67,48.19,economy
598,183,5,200.93,40.19,0.2776,0.0,1,2.0,27.75,23.66,economy
599,118,2,77.16,38.58,0.1547,0.6931,2,0.0,22.0,0.0,economy
600,165,9,350.58,38.95,0.5003,0.0,1,40.541,13.75,15.4,economy
601,169,4,145.46,36.36,0.2446,0.5623,2,1.21,17.0,23.52,economy
602,104,4,147.88,36.97,0.2608,1.0397,3,0.665,57.33,46.7,economy
603,259,4,195.19,48.8,0.4537,0.0,1,1.2867,81.67,84.58,economy
604,116,5,175.76,35.15,0.1638,0.0,1,5.4679,49.5,70.89,economy
605,139,3,109.8,36.6,0.4299,0.0,1,-0.1914,205.5,176.07,economy
606,96,5,189.3,37.86,0.1162,0.0,1,4.3112,82.5,127.58,economy
607,852,1,43.08,43.08,,0.0,1,0.0,852.0,0.0,economy
608,180,4,166.55,41.64,0.4439,0.0,1,9.49,15.67,2.08,economy
609,150,7,243.05,34.72,0.4582,0.5983,2,-25.88,9.5,8.31,economy
610,369,1,28.94,28.94,,0.0,1,0.0,369.0,0.0,economy
611,161,5,87.54,17.51,0.4427,0.0,1,1.6295,89.0,115.18,economy
612,107,5,124.25,24.85,0.6332,0.5004,2,5.2246,43.0,69.45,economy
613,219,4,195.28,48.82,0.2536,0.5623,2,0.0,15.67,3.79,economy
614,220,4,183.13,45.78,0.2308,0.0,1,10.1231,50.67,40.67,economy
615,195,3,61.02,20.34,0.6697,0.0,1,-0.4664,97.5,34.65,economy
616,98,3,121.54,40.51,0.2313,0.0,1,0.6232,296.5,300.52,economy
617,130,6,272.33,45.39,0.5329,0.6931,2,58.045,14.6,10.9,economy
618,81,5,138.14,27.63,0.5401,0.0,1,2.413,29.25,5.25,economy
619,111,4,112.28,28.07,0.6664,0.0,1,3.8789,50.0,14.18,economy
620,215,1,9.79,9.79,,0.0,1,0.0,215.0,0.0,economy
621,232,3,113.35,37.78,0.2092,0.6365,2,0.3898,215.0,178.19,economy
622,169,4,147.2,36.8,0.4135,0.0,1,-6.159,36.0,12.53,economy
623,82,4,166.15,41.54,0.3408,0.0,1,1.1139,97.33,119.68,economy
624,132,6,265.76,44.29,0.4893,0.0,1,26.75,22.4,31.98,economy
625,155,3,52.94,17.65,0.5011,0.0,1,-10.45,44.5,31.82,economy
626,71,5,217.09,43.42,0.3535,0.673,2,10.0266,42.0,66.22,economy
627,116,5,160.81,32.16,0.5161,0.673,2,6.138,27.5,37.46,economy
628,216,4,167.62,41.9,0.3025,0.6931,2,3.154,85.67,62.52,economy
629,113,6,149.53,24.92,0.4003,0.0,1,10.172,23.2,34.88,economy
630,193,4,162.93,40.73,0.2473,0.0,1,2.0072,115.67,59.58,economy
631,35,5,162.71,32.54,0.3673,0.5004,2,5.753,25.5,17.82,economy
632,117,5,287.43,57.49,0.2305,0.673,2,9.5651,49.5,53.66,economy
633,92,5,200.99,40.2,0.3264,0.673,2,0.007,29.5,15.42,economy
634,226,5,157.45,31.49,0.2348,0.673,2,14.853,25.0,27.29,economy
635,171,4,130.35,32.59,0.3298,0.0,1,-2.2,41.33,40.67,economy
636,172,3,112.87,37.62,0.1751,0.0,1,-5.918,62.0,24.04,economy
637,193,5,231.53,46.31,0.0908,0.673,2,3.421,27.25,24.94,economy
638,140,6,147.86,24.64,0.4089,0.0,1,8.3379,33.6,35.99,economy
639,161,6,198.02,33.0,0.2981,0.0,1,13.031,24.0,22.24,economy
640,220,4,126.72,31.68,0.8259,0.5623,2,11.408,44.33,33.83,economy
641,161,6,191.17,31.86,0.2171,0.0,1,9.9226,29.0,32.16,economy
642,94,2,58.5,29.25,0.3331,0.6931,2,-0.2702,511.0,0.0,economy
643,116,6,244.86,40.81,0.3181,0.0,1,17.728,19.2,23.66,economy
644,154,7,286.33,40.9,0.2628,0.0,1,20.205,12.5,17.92,economy
645,179,5,160.29,32.06,0.3629,1.0549,3,1.4916,93.5,168.54,economy
646,131,5,177.74,35.55,0.4016,0.9503,3,4.8414,44.5,39.99,economy
647,160,6,170.96,28.49,0.381,0.0,1,1.3064,46.6,42.17,economy
648,172,5,76.43,15.29,0.9728,0.5004,2,6.1854,40.75,47.59,economy
649,91,6,191.66,31.94,0.5256,1.0114,3,14.8,23.8,30.33,economy
650,143,2,50.32,25.16,0.1197,0.0,1,2.13,43.0,0.0,economy
651,179,3,86.47,28.82,0.5412,0.6365,2,-5.885,23.5,20.51,economy
652,182,7,168.18,24.03,0.6975,0.0,1,6.057,16.83,12.83,economy
653,145,4,162.8,40.7,0.2678,0.5623,2,-7.878,34.33,17.56,economy
654,193,9,277.03,30.78,0.5925,0.5297,2,11.3643,19.75,16.59,economy
655,88,5,175.75,35.15,0.5481,0.673,2,1.8963,66.75,80.16,economy
656,121,4,137.2,34.3,0.1387,0.0,1,-23.205,15.33,14.29,economy
657,42,9,252.86,28.1,0.5894,0.0,1,13.82,17.88,28.59,economy
658,118,5,192.4,38.48,0.4141,0.0,1,-15.877,30.0,26.92,economy
659,90,3,104.11,34.7,0.5653,0.0,1,0.845,221.0,197.99,economy
660,38,5,183.44,36.69,0.2611,0.673,2,5.9,14.5,3.7,economy
661,129,6,247.79,41.3,0.2454,0.6365,2,40.583,17.8,22.94,economy
662,199,1,16.59,16.59,,0.0,1,0.0,199.0,0.0,economy
663,179,3,88.92,29.64,0.6593,0.0,1,-8.145,29.0,16.97,economy
664,121,2,109.94,54.97,0.5526,0.6931,2,-3.58,197.0,0.0,economy
665,148,6,197.43,32.9,0.4321,1.0114,3,-6.3969,30.8,37.06,economy
666,116,6,206.69,34.45,0.2881,1.0986,3,6.981,22.0,19.12,economy
667,129,4,165.65,41.41,0.2117,0.5623,2,15.487,31.33,22.23,economy
668,90,5,157.25,31.45,0.1598,0.0,1,4.286,35.75,35.26,economy
669,124,7,222.35,31.76,0.4271,0.6829,2,2.1664,78.5,121.91,economy
670,481,1,25.98,25.98,,0.0,1,0.0,481.0,0.0,economy
671,512,1,49.52,49.52,,0.0,1,0.0,512.0,0.0,economy
672,116,9,331.18,36.8,0.3267,0.687,2,12.3474,16.88,19.37,economy
673,78,8,288.94,36.12,0.4177,0.0,1,5.026,17.0,11.93,economy
674,85,5,148.37,29.67,0.8906,0.673,2,2.4872,80.25,83.1,economy
